file_name,name,name_readable
039819.jpg,bread-white,"Bread, white"
039819.jpg,butter,Butter
039819.jpg,jam,Jam
039820.jpg,coffee-with-caffeine,"Coffee, with caffeine"
039821.jpg,bread-white,"Bread, white"
170891.jpg,rice,Rice
170891.jpg,kolhrabi,Kolhrabi
170891.jpg,chicken-leg,"Chicken, leg"
170893.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
170893.jpg,sauce-sweet-sour,"Sauce, sweet & sour"
170893.jpg,water,Water
170900.jpg,water,Water
170906.jpg,crisp-bread-wasa,"Crisp bread, Wasa"
170906.jpg,sour-cream,Sour cream
170907.jpg,chocolate-egg-small,"Chocolate egg, small"
170907.jpg,coffee-with-caffeine,"Coffee, with caffeine"
039836.jpg,coffee-with-caffeine,"Coffee, with caffeine"
039837.jpg,bread-grain,"Bread, grain"
039837.jpg,butter,Butter
039837.jpg,honey,Honey
039837.jpg,hard-cheese,Hard cheese
170912.jpg,sugar-melon,Sugar Melon
170920.jpg,espresso-with-caffeine,"Espresso, with caffeine"
170920.jpg,milk-chocolate,Milk chocolate
039849.jpg,banana,Banana
039850.jpg,bread-wholemeal,"Bread, wholemeal"
039850.jpg,hard-cheese,Hard cheese
039850.jpg,ham-raw,"Ham, raw"
039853.jpg,coffee-with-caffeine,"Coffee, with caffeine"
039860.jpg,coffee-with-caffeine,"Coffee, with caffeine"
039860.jpg,coffee-decaffeinated,"Coffee, decaffeinated"
039861.jpg,nectarine,Nectarine
039864.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
170937.jpg,herbal-tea,Herbal tea
170939.jpg,water,Water
039868.jpg,croissant-with-chocolate-filling,Croissant with chocolate filling
039870.jpg,espresso-with-caffeine,"Espresso, with caffeine"
039875.jpg,banana,Banana
170947.jpg,syrup-diluted-ready-to-drink,"Syrup (diluted, ready to drink)"
170950.jpg,kolhrabi,Kolhrabi
039884.jpg,mixed-vegetables,Mixed vegetables
039886.jpg,ice-tea,Ice tea
039887.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
039887.jpg,sauce-soya,"Sauce, soya"
039888.jpg,cappuccino,Cappuccino
039889.jpg,plums,Plums
170959.jpg,tomato-raw,"Tomato, raw "
170959.jpg,italian-salad-dressing,Italian salad dressing
039892.jpg,pomegranate,Pomegranate
039892.jpg,mango,Mango
039892.jpg,avocado,Avocado
039892.jpg,sauce-sweet-salted-asian,"Sauce, sweet-salted (asian)"
039892.jpg,chicken,Chicken
039893.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
039897.jpg,banana,Banana
039897.jpg,tofu,Tofu
039897.jpg,sauce-curry,"Sauce, curry"
039897.jpg,rice,Rice
039898.jpg,water,Water
039899.jpg,mixed-nuts,Mixed nuts
039900.jpg,rice,Rice
039900.jpg,tofu,Tofu
039900.jpg,sauce-curry,"Sauce, curry"
039903.jpg,coffee-with-caffeine,"Coffee, with caffeine"
039904.jpg,white-chocolate,White chocolate
039906.jpg,bread-white,"Bread, white"
039906.jpg,tomato-raw,"Tomato, raw "
039908.jpg,quinoa,Quinoa
039908.jpg,pomegranate,Pomegranate
170980.jpg,strawberries,Strawberries
039909.jpg,cherries,Cherries
039912.jpg,mousse,Mousse
039912.jpg,mango,Mango
039913.jpg,rice,Rice
039913.jpg,chicken,Chicken
039913.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
039913.jpg,cashew-nut,Cashew nut
039916.jpg,coffee-with-caffeine,"Coffee, with caffeine"
039917.jpg,dairy-ice-cream,Dairy ice cream
039921.jpg,water-mineral,"Water, mineral"
170993.jpg,coffee-with-caffeine,"Coffee, with caffeine"
039923.jpg,hamburger-bread-meat-ketchup,"Hamburger (Bread, meat, ketchup)"
039924.jpg,sweet-potato,Sweet potato
039925.jpg,wienerli-swiss-sausage,Wienerli (Swiss sausage)
039925.jpg,ketchup,Ketchup
039927.jpg,water,Water
039930.jpg,water-with-lemon-juice,Water with lemon juice
039930.jpg,cucumber,Cucumber
171005.jpg,strawberries,Strawberries
039935.jpg,kefir-drink,Kefir drink
039935.jpg,fig-dried,"Fig, dried"
039936.jpg,apple,Apple
171009.jpg,wine-red,"Wine, red"
039940.jpg,water,Water
039942.jpg,water,Water
039943.jpg,cucumber,Cucumber
039943.jpg,water,Water
171014.jpg,herbal-tea,Herbal tea
039952.jpg,water,Water
039952.jpg,cucumber,Cucumber
039955.jpg,aperitif-with-alcohol-aperol-spritz,"Aperitif, with alcohol, apérol, Spritz"
039957.jpg,water,Water
039958.jpg,peach,Peach
039960.jpg,bread-pita,"Bread, pita"
039960.jpg,hummus,Hummus
039962.jpg,banana,Banana
039963.jpg,water,Water
039964.jpg,tea,Tea
171034.jpg,croissant,Croissant
171036.jpg,water,Water
039967.jpg,ketchup,Ketchup
039967.jpg,chicken-nuggets,Chicken nuggets
039969.jpg,chips-french-fries,"Chips, french fries"
039970.jpg,ham-turkey,"Ham, turkey"
039970.jpg,mayonnaise,Mayonnaise
039970.jpg,bread-toast,"Bread, toast"
039975.jpg,hazelnut-chocolate-spread-nutella-ovomaltine-caotina,"Hazelnut-chocolate spread(Nutella, Ovomaltine, Caotina)"
039975.jpg,bread-toast,"Bread, toast"
039977.jpg,greek-salad,Greek salad
039977.jpg,water,Water
039979.jpg,crisps,Crisps
039980.jpg,water,Water
039982.jpg,cheese,Cheese
171055.jpg,pizza-margherita-baked,"Pizza, Margherita, baked"
039984.jpg,ham-raw,"Ham, raw"
039986.jpg,pizza-margherita-baked,"Pizza, Margherita, baked"
039987.jpg,bread-wholemeal,"Bread, wholemeal"
039988.jpg,wine-white,"Wine, white"
039989.jpg,tomato-raw,"Tomato, raw "
039990.jpg,lentils,Lentils
039990.jpg,white-asparagus,White asparagus
039990.jpg,tomato-raw,"Tomato, raw "
039990.jpg,shrimp-prawn-large,Shrimp / prawn (large)
039991.jpg,tuna,Tuna
039991.jpg,bread-white,"Bread, white"
171063.jpg,omelette-plain,"Omelette, plain"
171063.jpg,pasta-twist,"Pasta, twist"
039993.jpg,wine-rose,"Wine, rosé"
039994.jpg,bread-wholemeal,"Bread, wholemeal"
039994.jpg,soft-cheese,Soft cheese
039995.jpg,rice,Rice
039995.jpg,lentils,Lentils
039995.jpg,falafel-balls,Falafel (balls)
039995.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
039995.jpg,hummus,Hummus
039995.jpg,bread-pita,"Bread, pita"
039995.jpg,cucumber,Cucumber
039995.jpg,tomato-raw,"Tomato, raw "
039995.jpg,savoury-puff-pastry,Savoury puff pastry
171067.jpg,carrot-steamed-without-addition-of-salt,"Carrot, steamed, without addition of salt"
171067.jpg,pasta-hornli,"Pasta, Hörnli"
171067.jpg,cheese,Cheese
039996.jpg,dough-puff-pastry-shortcrust-bread-pizza-dough,"Dough (puff pastry, shortcrust, bread, pizza dough)"
039999.jpg,raspberries,Raspberries
040001.jpg,beef-sirloin-steak,"Beef, sirloin steak"
040001.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
171073.jpg,crisp-bread-wasa,"Crisp bread, Wasa"
171073.jpg,eggplant,Eggplant
171073.jpg,goat-cheese-soft,Goat cheese (soft)
040005.jpg,rice,Rice
040005.jpg,sauce-curry,"Sauce, curry"
040005.jpg,banana,Banana
040006.jpg,hard-cheese,Hard cheese
040007.jpg,apricots,Apricots
040009.jpg,egg,Egg
040010.jpg,dark-chocolate,Dark chocolate
040012.jpg,carrot-raw,"Carrot, raw"
040012.jpg,pasta-in-conch-form,Pasta in conch form
040014.jpg,watermelon-fresh,"Watermelon, fresh"
040019.jpg,wine-rose,"Wine, rosé"
171091.jpg,dark-chocolate,Dark chocolate
171091.jpg,espresso-with-caffeine,"Espresso, with caffeine"
171092.jpg,bread-white,"Bread, white"
171092.jpg,butter,Butter
040023.jpg,water,Water
040023.jpg,cucumber,Cucumber
040025.jpg,wine-white,"Wine, white"
040026.jpg,syrup-diluted-ready-to-drink,"Syrup (diluted, ready to drink)"
040027.jpg,tzatziki,Tzatziki
040027.jpg,cucumber,Cucumber
040027.jpg,coleslaw-chopped-without-sauce,Coleslaw (chopped without sauce)
040027.jpg,caprese-salad-tomato-mozzarella,Caprese salad (Tomato Mozzarella)
040027.jpg,black-olives,Black olives
040027.jpg,salad-rocket,"Salad, rocket"
040028.jpg,yaourt-yahourt-yogourt-ou-yoghourt-natural,"Yaourt, yahourt, yogourt ou yoghourt, natural"
040030.jpg,corn,Corn
040030.jpg,beef,Beef
040030.jpg,tzatziki,Tzatziki
040030.jpg,taboule-prepared-with-couscous,"Taboulé, prepared, with couscous"
040030.jpg,eggplant,Eggplant
040031.jpg,lamb,Lamb
040032.jpg,wine-white,"Wine, white"
171106.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040035.jpg,greek-salad,Greek salad
040036.jpg,tzatziki,Tzatziki
171116.jpg,chorizo,Chorizo
040045.jpg,wine-red,"Wine, red"
040057.jpg,lemon-cake,Lemon Cake
040058.jpg,apple,Apple
171135.jpg,quiche-with-spinach-baked-with-cake-dough,"Quiche, with spinach, baked, with cake dough"
171135.jpg,goat-cheese-soft,Goat cheese (soft)
040066.jpg,water,Water
040067.jpg,fruit-salad,Fruit salad
040067.jpg,birchermuesli-prepared-no-sugar-added,"Birchermüesli, prepared, no sugar added"
040067.jpg,bread-wholemeal,"Bread, wholemeal"
040067.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040067.jpg,juice-orange,"Juice, orange"
040067.jpg,jam,Jam
171140.jpg,hamburger-bread-meat-ketchup,"Hamburger (Bread, meat, ketchup)"
171140.jpg,chips-french-fries,"Chips, french fries"
171140.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
171140.jpg,mustard,Mustard
040072.jpg,water,Water
040073.jpg,banana,Banana
040074.jpg,bread-5-grain,"Bread, 5-grain"
040075.jpg,tomme,Tomme
040078.jpg,bread-wholemeal,"Bread, wholemeal"
040078.jpg,jam,Jam
040078.jpg,butter,Butter
040080.jpg,bread-wholemeal,"Bread, wholemeal"
040080.jpg,butter,Butter
040080.jpg,honey,Honey
040081.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040081.jpg,birchermuesli-prepared-no-sugar-added,"Birchermüesli, prepared, no sugar added"
040081.jpg,egg,Egg
040083.jpg,chocolate-milk-chocolate-drink,"Chocolate milk, chocolate drink"
040084.jpg,nectarine,Nectarine
040085.jpg,banana,Banana
171160.jpg,light-beer,Light beer
171160.jpg,quiche-with-spinach-baked-with-cake-dough,"Quiche, with spinach, baked, with cake dough"
171163.jpg,tomato-raw,"Tomato, raw "
171163.jpg,fresh-cheese,Fresh cheese
171163.jpg,chives,Chives
040092.jpg,bread-fruit,"Bread, fruit"
040092.jpg,apricots,Apricots
040093.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
171164.jpg,ratatouille,Ratatouille
171164.jpg,pasta,Pasta
171169.jpg,applesauce-unsweetened-canned,"Applesauce, unsweetened, canned"
040101.jpg,bread-white,"Bread, white"
040104.jpg,juice-apple,"Juice, apple"
040106.jpg,bread-half-white,"Bread, half white"
040106.jpg,butter,Butter
040106.jpg,honey,Honey
040106.jpg,hard-cheese,Hard cheese
040107.jpg,espresso-with-caffeine,"Espresso, with caffeine"
040107.jpg,croissant,Croissant
040108.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
040108.jpg,tart,Tart
040109.jpg,watermelon-fresh,"Watermelon, fresh"
040110.jpg,water,Water
040111.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040112.jpg,water,Water
171185.jpg,tea-verveine,"Tea, verveine"
171190.jpg,water,Water
040119.jpg,ice-tea,Ice tea
040120.jpg,water,Water
171194.jpg,strawberries,Strawberries
040124.jpg,tea,Tea
040126.jpg,croissant,Croissant
040127.jpg,sauce-cocktail,"Sauce, cocktail"
040127.jpg,hummus,Hummus
040127.jpg,bulgur,Bulgur
171198.jpg,kolhrabi,Kolhrabi
171202.jpg,crisp-bread-wasa,"Crisp bread, Wasa"
171202.jpg,honey,Honey
040131.jpg,water,Water
040133.jpg,pasta-noodles,"Pasta, noodles"
040133.jpg,vegetable-au-gratin-baked,"Vegetable au gratin, baked"
040134.jpg,salmon-smoked,"Salmon, smoked"
040134.jpg,butter,Butter
040134.jpg,bread-wholemeal,"Bread, wholemeal"
040134.jpg,salmon,Salmon
171205.jpg,bread-white,"Bread, white"
171205.jpg,water,Water
040135.jpg,sugar-melon,Sugar Melon
040135.jpg,apple,Apple
040135.jpg,rusk-wholemeal,"Rusk, wholemeal"
040140.jpg,chicken-cut-into-stripes-only-meat,"Chicken, cut into stripes (only meat)"
040141.jpg,cake-chocolate,"Cake, chocolate"
040142.jpg,espresso-with-caffeine,"Espresso, with caffeine"
040143.jpg,bread-white,"Bread, white"
040144.jpg,rice,Rice
040144.jpg,broccoli,Broccoli
040144.jpg,chicken,Chicken
040144.jpg,nuts,Nuts
040146.jpg,chickpeas,Chickpeas
040146.jpg,carrot-raw,"Carrot, raw"
040147.jpg,cottage-cheese,Cottage cheese
040151.jpg,avocado,Avocado
040151.jpg,bread-wholemeal,"Bread, wholemeal"
040151.jpg,dried-meat,Dried meat
040151.jpg,green-olives,Green olives
171225.jpg,chicken,Chicken
171225.jpg,mustard,Mustard
171225.jpg,green-bean-steamed-without-addition-of-salt,"Green bean, steamed, without addition of salt"
040157.jpg,juice-orange,"Juice, orange"
171229.jpg,green-asparagus,Green asparagus
171229.jpg,salmon,Salmon
171230.jpg,pasta-spaghetti,"Pasta, spaghetti"
171230.jpg,tomato-sauce,Tomato sauce
171230.jpg,parmesan,Parmesan
171230.jpg,salami,Salami
171230.jpg,water,Water
171230.jpg,carrot-raw,"Carrot, raw"
171230.jpg,tomato-raw,"Tomato, raw "
040160.jpg,french-beans,French beans
040160.jpg,chickpeas,Chickpeas
040160.jpg,salad-rocket,"Salad, rocket"
040162.jpg,cheese,Cheese
171234.jpg,dark-chocolate,Dark chocolate
171234.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040164.jpg,rice-basmati,"Rice, Basmati"
040164.jpg,avocado,Avocado
040164.jpg,chickpeas,Chickpeas
040164.jpg,eggplant,Eggplant
040164.jpg,sesame-seeds,Sesame seeds
040164.jpg,carrot-raw,"Carrot, raw"
040166.jpg,water,Water
040168.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
040168.jpg,tomato-raw,"Tomato, raw "
040169.jpg,dark-chocolate,Dark chocolate
040169.jpg,coffee-with-caffeine,"Coffee, with caffeine"
171242.jpg,crisp-bread-wasa,"Crisp bread, Wasa"
171242.jpg,parmesan,Parmesan
171243.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040172.jpg,smoked-cooked-sausage-of-pork-and-beef-meat-sausag,Smoked cooked sausage of pork and beef meat sausag
040172.jpg,chicken,Chicken
171247.jpg,rice,Rice
171247.jpg,chicken-breast,"Chicken, breast"
171247.jpg,mixed-vegetables,Mixed vegetables
171248.jpg,crisp-bread-wasa,"Crisp bread, Wasa"
171248.jpg,hard-cheese,Hard cheese
040177.jpg,espresso-with-caffeine,"Espresso, with caffeine"
040182.jpg,dark-chocolate,Dark chocolate
040182.jpg,espresso-with-caffeine,"Espresso, with caffeine"
171255.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
040190.jpg,semi-hard-cheese,Semi-hard cheese
040191.jpg,french-beans,French beans
040191.jpg,potatoes-steamed,Potatoes steamed
040191.jpg,mushroom,Mushroom
040194.jpg,corn,Corn
040195.jpg,water,Water
040197.jpg,taboule-prepared-with-couscous,"Taboulé, prepared, with couscous"
040202.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
040202.jpg,ice-cubes,Ice cubes
040207.jpg,brazil-nut,Brazil nut
040207.jpg,pecan-nut,Pecan nut
040208.jpg,water,Water
040208.jpg,mixed-nuts,Mixed nuts
040214.jpg,cookies,Cookies
040219.jpg,sugar-melon,Sugar Melon
040219.jpg,bread-white,"Bread, white"
040221.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040222.jpg,quinoa,Quinoa
040222.jpg,pomegranate,Pomegranate
040222.jpg,goat-cheese-soft,Goat cheese (soft)
040224.jpg,cherries,Cherries
040225.jpg,water-with-lemon-juice,Water with lemon juice
040230.jpg,water,Water
171304.jpg,broccoli,Broccoli
171304.jpg,baked-potato,Baked potato
171304.jpg,lemon,Lemon
171304.jpg,mayonnaise,Mayonnaise
040236.jpg,water,Water
040237.jpg,syrup-diluted-ready-to-drink,"Syrup (diluted, ready to drink)"
040241.jpg,beer,Beer
040246.jpg,cucumber,Cucumber
040246.jpg,popcorn-salted,Popcorn salted
040246.jpg,corn-crisps,Corn crisps
040246.jpg,anchovies,Anchovies
040246.jpg,dried-meat,Dried meat
040246.jpg,cheese,Cheese
040246.jpg,dips,Dips
040246.jpg,hummus,Hummus
040246.jpg,cucumber-pickled,"Cucumber, pickled "
040247.jpg,wine-rose,"Wine, rosé"
040248.jpg,peanut,Peanut
040248.jpg,crisps,Crisps
040250.jpg,corn-crisps,Corn crisps
040251.jpg,guacamole,Guacamole
171326.jpg,pizza-with-vegetables-baked,"Pizza, with vegetables, baked"
040257.jpg,black-olives,Black olives
040257.jpg,hard-cheese,Hard cheese
040257.jpg,paprika-chips,Paprika chips
040258.jpg,wine-white,"Wine, white"
040259.jpg,black-olives,Black olives
040259.jpg,paprika-chips,Paprika chips
040259.jpg,hard-cheese,Hard cheese
040260.jpg,lentils,Lentils
040260.jpg,tomato-raw,"Tomato, raw "
040260.jpg,bread-grain,"Bread, grain"
040260.jpg,tuna,Tuna
040260.jpg,zucchini,Zucchini
040261.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
040261.jpg,potatoes-steamed,Potatoes steamed
040261.jpg,ketchup,Ketchup
171333.jpg,potato-salad-with-mayonnaise-yogurt-dressing,"Potato salad, with mayonnaise yogurt dressing"
171333.jpg,zucchini,Zucchini
040263.jpg,dark-chocolate,Dark chocolate
040263.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040270.jpg,pasta-penne,"Pasta, penne"
040270.jpg,tomato-raw,"Tomato, raw "
040270.jpg,basil,Basil
040272.jpg,almonds,Almonds
040277.jpg,pizza-with-vegetables-baked,"Pizza, with vegetables, baked"
171350.jpg,egg,Egg
171351.jpg,pie-apricot-baked-with-cake-dough,"Pie, apricot, baked, with cake dough"
171352.jpg,milk,Milk
040282.jpg,potatoes-steamed,Potatoes steamed
040283.jpg,mixed-vegetables,Mixed vegetables
040283.jpg,gruyere,Gruyère
040284.jpg,wine-red,"Wine, red"
040285.jpg,water,Water
040286.jpg,ratatouille,Ratatouille
040286.jpg,taboule-prepared-with-couscous,"Taboulé, prepared, with couscous"
040286.jpg,veggie-burger,Veggie burger
040287.jpg,hummus,Hummus
171359.jpg,bread-white,"Bread, white"
171360.jpg,butter,Butter
171360.jpg,jam,Jam
040292.jpg,fresh-cheese,Fresh cheese
171368.jpg,roll-with-pieces-of-chocolate,Roll with pieces of chocolate
040298.jpg,cucumber-pickled,"Cucumber, pickled "
040304.jpg,bread-wholemeal,"Bread, wholemeal"
040304.jpg,gruyere,Gruyère
040304.jpg,tomato-raw,"Tomato, raw "
040304.jpg,feta,Feta
040306.jpg,gruyere,Gruyère
040306.jpg,tomme,Tomme
040306.jpg,bread-whole-wheat,"Bread, whole wheat"
040312.jpg,salmon,Salmon
040312.jpg,leaf-spinach,Leaf spinach
040312.jpg,broccoli,Broccoli
040312.jpg,spring-onion-scallion,Spring onion / scallion
040313.jpg,wine-white,"Wine, white"
040317.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
040317.jpg,salad-dressing,Salad dressing
040318.jpg,dark-chocolate,Dark chocolate
171391.jpg,carrot-raw,"Carrot, raw"
171391.jpg,lemon,Lemon
171391.jpg,salami,Salami
040320.jpg,mixed-vegetables,Mixed vegetables
040321.jpg,rice-basmati,"Rice, Basmati"
171395.jpg,cucumber,Cucumber
171395.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
040325.jpg,taboule-prepared-with-couscous,"Taboulé, prepared, with couscous"
040325.jpg,corn,Corn
040325.jpg,pork,Pork
040325.jpg,broccoli,Broccoli
040326.jpg,pasta-penne,"Pasta, penne"
040326.jpg,sauce-pesto,"Sauce, pesto"
171399.jpg,watermelon-fresh,"Watermelon, fresh"
171400.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040333.jpg,dairy-ice-cream,Dairy ice cream
171405.jpg,salt-cake-vegetables-filled,"Salt cake (vegetables, filled)"
171405.jpg,semi-hard-cheese,Semi-hard cheese
171406.jpg,parmesan,Parmesan
171407.jpg,apricots,Apricots
171411.jpg,espresso-with-caffeine,"Espresso, with caffeine"
040342.jpg,pasta-penne,"Pasta, penne"
040342.jpg,parmesan,Parmesan
040346.jpg,dried-raisins,Dried raisins
040349.jpg,dairy-ice-cream,Dairy ice cream
171428.jpg,almonds,Almonds
040358.jpg,tea-green,"Tea, green"
171432.jpg,coffee-with-caffeine,"Coffee, with caffeine"
040365.jpg,bread-white,"Bread, white"
171443.jpg,blueberries,Blueberries
040376.jpg,juice-orange,"Juice, orange"
040377.jpg,tea,Tea
040379.jpg,plums,Plums
040379.jpg,strawberries,Strawberries
040379.jpg,jam,Jam
040379.jpg,banana,Banana
040379.jpg,watermelon-fresh,"Watermelon, fresh"
040379.jpg,bread-white,"Bread, white"
040380.jpg,glucose-drink-50g,Glucose drink 50g
171454.jpg,syrup-diluted-ready-to-drink,"Syrup (diluted, ready to drink)"
040385.jpg,tomme,Tomme
040390.jpg,bread-white,"Bread, white"
040390.jpg,water,Water
040394.jpg,tomme,Tomme
040397.jpg,water,Water
040397.jpg,syrup-diluted-ready-to-drink,"Syrup (diluted, ready to drink)"
171472.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
171473.jpg,egg,Egg
040404.jpg,bread-wholemeal,"Bread, wholemeal"
040404.jpg,gruyere,Gruyère
040404.jpg,jam,Jam
040404.jpg,honey,Honey
040405.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
040406.jpg,juice-apple,"Juice, apple"
040407.jpg,braided-white-loaf,Braided white loaf
040407.jpg,bread-grain,"Bread, grain"
040407.jpg,gruyere,Gruyère
040407.jpg,egg-scrambled-prepared,"Egg, scrambled, prepared"
040408.jpg,honey,Honey
040408.jpg,bread-wholemeal,"Bread, wholemeal"
040410.jpg,espresso-with-caffeine,"Espresso, with caffeine"
040412.jpg,braided-white-loaf,Braided white loaf
040412.jpg,honey,Honey
040412.jpg,butter,Butter
040412.jpg,hard-cheese,Hard cheese
171484.jpg,water,Water
171486.jpg,pasta-hornli,"Pasta, Hörnli"
171486.jpg,cheese,Cheese
171486.jpg,zucchini,Zucchini
171493.jpg,sugar-melon,Sugar Melon
040425.jpg,salmon-smoked,"Salmon, smoked"
040425.jpg,bread-toast,"Bread, toast"
040430.jpg,chicken,Chicken
040430.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
040430.jpg,taboule-prepared-with-couscous,"Taboulé, prepared, with couscous"
040430.jpg,water,Water
040431.jpg,carrot-raw,"Carrot, raw"
040432.jpg,tomme,Tomme
040434.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
171508.jpg,water,Water
040437.jpg,water,Water
040438.jpg,bread-wholemeal,"Bread, wholemeal"
040441.jpg,bread-wholemeal,"Bread, wholemeal"
040441.jpg,blue-mould-cheese,Blue mould cheese
040442.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
040442.jpg,salmon-smoked,"Salmon, smoked"
040443.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
040443.jpg,caprese-salad-tomato-mozzarella,Caprese salad (Tomato Mozzarella)
040443.jpg,egg,Egg
040443.jpg,chickpeas,Chickpeas
040443.jpg,carrot-raw,"Carrot, raw"
040443.jpg,french-salad-dressing,French salad dressing
040443.jpg,sugar-melon,Sugar Melon
171513.jpg,butter,Butter
171513.jpg,bread-french-white-flour,"Bread, French (white flour)"
040445.jpg,bread-wholemeal,"Bread, wholemeal"
040446.jpg,water,Water
040448.jpg,espresso-with-caffeine,"Espresso, with caffeine"
040452.jpg,wine-red,"Wine, red"
040455.jpg,blueberries,Blueberries
040457.jpg,chips-french-fries,"Chips, french fries"
040458.jpg,bread-toast,"Bread, toast"
040459.jpg,corn-crisps,Corn crisps
040459.jpg,guacamole,Guacamole
040459.jpg,pistachio,Pistachio
040460.jpg,braided-white-loaf,Braided white loaf
171532.jpg,espresso-with-caffeine,"Espresso, with caffeine"
171534.jpg,butter,Butter
171534.jpg,bread-white,"Bread, white"
171535.jpg,pie-apricot-baked-with-cake-dough,"Pie, apricot, baked, with cake dough"
171545.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
171545.jpg,tomme,Tomme
171545.jpg,tomato-raw,"Tomato, raw "
171545.jpg,pine-nuts,Pine nuts
040475.jpg,bread-grain,"Bread, grain"
040475.jpg,tomato-raw,"Tomato, raw "
040475.jpg,cucumber,Cucumber
040475.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
171547.jpg,salt-cake-vegetables-filled,"Salt cake (vegetables, filled)"
040477.jpg,crisps,Crisps
040477.jpg,bread-wholemeal,"Bread, wholemeal"
040477.jpg,mayonnaise,Mayonnaise
040477.jpg,capers,Capers
171548.jpg,cucumber,Cucumber
171550.jpg,brownie,Brownie
040481.jpg,cucumber,Cucumber
040481.jpg,tomato-raw,"Tomato, raw "
040481.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
040483.jpg,mayonnaise,Mayonnaise
040489.jpg,milk-chocolate,Milk chocolate
040489.jpg,bread-white,"Bread, white"
040490.jpg,apricots,Apricots
040490.jpg,nectarine,Nectarine
171562.jpg,watermelon-fresh,"Watermelon, fresh"
040492.jpg,bread-ticino,"Bread, Ticino"
171565.jpg,coffee-with-caffeine,"Coffee, with caffeine"
171568.jpg,crisp-bread-wasa,"Crisp bread, Wasa"
171568.jpg,fresh-cheese,Fresh cheese
171568.jpg,parmesan,Parmesan
171568.jpg,salt-cake-vegetables-filled,"Salt cake (vegetables, filled)"
171570.jpg,water,Water
171573.jpg,fruit-compotes,Fruit compotes
040502.jpg,tea,Tea
040503.jpg,crackers,Crackers
171575.jpg,sugar-melon,Sugar Melon
171581.jpg,coffee-with-caffeine,"Coffee, with caffeine"
171582.jpg,dairy-ice-cream,Dairy ice cream
040511.jpg,apple,Apple
040512.jpg,bread-wholemeal,"Bread, wholemeal"
040512.jpg,butter,Butter
040512.jpg,cenovis-yeast-spread,"Cenovis, yeast spread"
040515.jpg,raspberries,Raspberries
040518.jpg,raspberries,Raspberries
040530.jpg,raspberries,Raspberries
040533.jpg,crisps,Crisps
171606.jpg,salami,Salami
171606.jpg,ham-raw,"Ham, raw"
171606.jpg,dried-meat,Dried meat
171606.jpg,cheese,Cheese
171606.jpg,cucumber-pickled,"Cucumber, pickled "
171606.jpg,tomato-raw,"Tomato, raw "
040535.jpg,crisps,Crisps
040536.jpg,peanut,Peanut
040536.jpg,tomato-raw,"Tomato, raw "
040536.jpg,cucumber,Cucumber
171608.jpg,hamburger-bun,Hamburger bun
171608.jpg,hamburger,Hamburger
171608.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
171608.jpg,cheese,Cheese
040538.jpg,watermelon-fresh,"Watermelon, fresh"
040539.jpg,hard-cheese,Hard cheese
040539.jpg,soft-cheese,Soft cheese
040539.jpg,bread-wholemeal,"Bread, wholemeal"
171609.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
171609.jpg,green-bean-steamed-without-addition-of-salt,"Green bean, steamed, without addition of salt"
171609.jpg,tomato-raw,"Tomato, raw "
171609.jpg,shoots,Shoots
171609.jpg,cucumber,Cucumber
171610.jpg,bread-toast,"Bread, toast"
171610.jpg,philadelphia,Philadelphia
171610.jpg,bouquet-garni,Bouquet garni
