ingredient,default_portion,default_portion_in_grams,Calcium_(MG)_per_100G,Carbohydrates_(G)_per_100G,Iron_(MG)_per_100G,Lipid_(G)_per_100G,Magnesium_(MG)_per_100G,Protein_(G)_per_100G,Sodium_(MG)_per_100G,Vitamin_A_(UG)_per_100G,Vitamin_C_(MG)_per_100G,Vitamin_D_(UG)_per_100G
Macaroni or pasta salad with egg,1 cup,204.0,12.0,22.54,1.03,11.44,14.0,5.18,197.0,18.0,1.6,0.2
Macaroni or pasta salad with meat,Quantity not specified,136.0,8.0,20.82,1.0,10.59,15.0,7.65,378.0,5.0,1.5,0.2
Macaroni or pasta salad with shrimp,Quantity not specified,136.0,29.0,20.94,1.18,9.99,17.0,6.86,304.0,5.0,2.1,0.0
Macaroni or pasta salad with tuna,1 cup,204.0,10.0,20.88,1.11,9.9,16.0,6.69,206.0,7.0,1.5,0.2
Macaroni or pasta salad with tuna and egg,Quantity not specified,136.0,13.0,19.36,1.12,9.96,15.0,7.14,200.0,18.0,1.4,0.4
"Macaroni or pasta salad, made with Italian dressing",Quantity not specified,136.0,16.0,20.9,1.18,3.72,14.0,3.7,226.0,62.0,5.9,0.0
"Macaroni or pasta salad, made with any type of fat free dressing",Quantity not specified,136.0,8.0,26.54,0.98,1.14,14.0,4.25,239.0,3.0,1.7,0.0
"Macaroni or pasta salad, made with creamy dressing",Quantity not specified,136.0,17.0,20.11,1.18,6.62,14.0,3.8,206.0,64.0,5.8,0.0
"Macaroni or pasta salad, made with light Italian dressing",1 cup,204.0,16.0,20.61,1.17,2.0,14.0,3.68,216.0,62.0,5.8,0.0
"Macaroni or pasta salad, made with light creamy dressing",Quantity not specified,136.0,15.0,20.22,1.16,2.92,14.0,3.82,210.0,63.0,5.8,0.0
"Macaroni or pasta salad, made with light mayonnaise",Quantity not specified,136.0,8.0,25.68,0.99,4.16,14.0,4.32,239.0,4.0,1.8,0.0
"Macaroni or pasta salad, made with light mayonnaise-type salad dressing",Quantity not specified,136.0,8.0,25.68,0.99,4.16,14.0,4.32,239.0,4.0,1.8,0.0
"Macaroni or pasta salad, made with mayonnaise",Quantity not specified,136.0,8.0,24.65,1.01,11.52,14.0,4.46,204.0,5.0,1.8,0.0
"Macaroni or pasta salad, made with mayonnaise-type salad dressing",Quantity not specified,136.0,8.0,26.58,0.99,4.01,14.0,4.38,211.0,4.0,1.8,0.0
"Macaroni with tuna, Puerto Rican style",Quantity not specified,225.0,54.0,18.13,1.11,4.74,18.0,7.71,359.0,58.0,0.2,0.8
Mai Tai,Quantity not specified,180.0,7.0,16.48,0.18,0.07,7.0,0.18,4.0,0.0,5.1,0.0
Mango nectar,1 fl oz (with ice),23.0,17.0,13.12,0.36,0.06,3.0,0.11,5.0,35.0,15.2,0.0
"Mango, canned",1 slice/chunk,25.0,8.0,16.22,0.12,0.3,8.0,0.62,1.0,34.0,21.8,0.0
"Mango, dried",1 cup,160.0,0.0,78.58,0.23,1.18,20.0,2.45,162.0,67.0,42.3,0.0
"Mango, frozen",1 slice/chunk,25.0,11.0,14.98,0.16,0.38,10.0,0.82,1.0,54.0,36.4,0.0
"Mango, raw",1 slice/chunk,25.0,11.0,14.98,0.16,0.38,10.0,0.82,1.0,54.0,36.4,0.0
Manhattan,1 drink,120.0,1.0,1.82,0.07,0.0,1.0,0.03,2.0,0.0,0.0,0.0
"Manicotti, cheese-filled, no sauce",Quantity not specified,209.0,203.0,20.4,1.48,9.3,19.0,10.4,443.0,104.0,0.0,0.5
"Manicotti, cheese-filled, with meat sauce",1 manicotti,143.0,139.0,15.11,1.41,7.28,18.0,8.83,432.0,73.0,1.8,0.3
"Manicotti, cheese-filled, with tomato sauce, meatless",1 cup,235.0,147.0,16.2,1.33,6.59,18.0,7.63,436.0,78.0,1.9,0.4
"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless",Quantity not specified,235.0,110.0,15.89,1.42,5.18,25.0,6.43,394.0,92.0,4.0,0.3
"Margarine, NFS",Quantity not specified,14.0,16.0,0.82,0.02,65.04,2.0,0.17,694.0,819.0,0.1,3.7
"Margarine, light",Quantity not specified,14.0,6.0,1.22,0.03,37.91,1.0,0.33,586.0,1330.0,0.0,3.7
"Margarine, stick",Guideline amount on regular sandwich,14.0,3.0,0.7,0.06,80.71,3.0,0.16,751.0,819.0,0.2,3.7
"Margarine, tub",1 cup,224.0,21.0,0.86,0.0,59.81,2.0,0.17,674.0,819.0,0.1,3.7
Margarita,1 fl oz,30.0,2.0,16.06,0.09,0.08,1.0,0.08,204.0,0.0,2.0,0.0
"Margarita mix, nonalcoholic",Quantity not specified,225.0,2.0,21.4,0.11,0.1,1.0,0.1,102.0,0.0,2.7,0.0
Marie biscuit,1 cookie,7.0,0.0,70.54,0.0,10.58,28.0,7.05,370.0,1.0,0.0,0.0
Marmalade,1 tablespoon,20.0,38.0,66.3,0.15,0.0,2.0,0.3,56.0,3.0,4.8,0.0
Martini,1 drink,120.0,1.0,0.15,0.09,0.0,1.0,0.07,2.0,0.0,0.0,0.0
"Martini, flavored",Quantity not specified,120.0,3.0,6.36,0.05,0.03,2.0,0.09,1.0,0.0,8.0,0.0
"Masa harina, cooked",Quantity not specified,240.0,44.0,20.5,1.33,0.99,27.0,2.26,283.0,0.0,0.0,0.0
"Mayonnaise, fat free",Quantity not specified,11.0,6.0,15.8,0.1,0.0,2.0,0.2,750.0,2.0,0.0,0.0
"Mayonnaise, light",Guideline amount in salad,32.0,6.0,9.23,0.14,22.22,2.0,0.37,827.0,8.0,0.0,0.0
"Mayonnaise, reduced fat,  with olive oil",1 tablespoon,13.8,0.0,0.0,0.0,40.0,2.0,0.37,800.0,8.0,0.0,0.0
"Mayonnaise, regular",Guideline amount on large sandwich,28.0,8.0,0.57,0.21,74.85,1.0,0.96,635.0,16.0,0.0,0.2
Mayonnaise-type salad dressing,Guideline amount in salad,30.0,5.0,14.78,0.12,21.6,2.0,0.65,653.0,5.0,0.0,0.0
"Mayonnaise-type salad dressing, light",Guideline amount on regular sandwich,14.0,5.0,16.4,0.12,10.0,2.0,0.65,833.0,2.0,0.0,0.0
McDouble (McDonalds),1 double cheeseburger,140.0,150.0,17.97,2.35,16.18,21.0,16.24,617.0,44.0,2.9,0.2
"Meat loaf dinner, NFS, frozen meal",Quantity not specified,312.0,46.0,10.13,1.05,7.4,16.0,6.66,392.0,32.0,3.5,0.0
Meat loaf made with beef,1 medium patty,101.0,64.0,7.2,2.05,10.72,19.0,17.48,416.0,14.0,0.6,0.2
Meat loaf made with beef and pork,1 small patty,81.0,63.0,7.18,1.86,10.5,19.0,17.27,412.0,22.0,0.7,0.5
"Meat loaf made with beef and pork, with tomato-based sauce",1 cocktail meatball,9.0,52.0,6.75,1.66,8.18,18.0,13.63,426.0,22.0,2.1,0.4
"Meat loaf made with beef, veal and pork",1 small or thin slice,86.0,63.0,7.18,1.86,10.5,19.0,17.27,412.0,22.0,0.7,0.5
"Meat loaf made with beef, with tomato-based sauce",1 medium meatball,36.0,53.0,6.77,1.8,8.35,18.0,13.78,429.0,16.0,2.0,0.1
Meat loaf made with chicken or turkey,1 cubic inch,19.0,70.0,8.08,1.51,7.27,25.0,18.77,446.0,32.0,3.5,0.3
"Meat loaf made with chicken or turkey, with tomato-based sauce",1 medium meatball,36.0,57.0,7.29,1.42,6.2,24.0,15.46,449.0,38.0,4.3,0.4
Meat loaf made with ham,1 cup,140.0,27.0,6.16,1.26,7.52,22.0,20.65,879.0,26.0,3.6,0.9
Meat loaf made with venison/deer,Quantity not specified,84.0,51.0,6.31,2.7,6.73,22.0,19.02,378.0,18.0,0.5,0.3
"Meat loaf with potatoes, vegetable, frozen meal",1 Stouffer's dinner (17 oz),482.0,46.0,10.13,1.05,7.4,16.0,6.66,392.0,32.0,3.5,0.0
"Meat loaf, NS as to type of meat",1 cubic inch,19.0,65.0,7.2,2.05,11.04,19.0,17.49,416.0,22.0,0.6,0.3
"Meat loaf, Puerto Rican style","1 serving (3"" x 1"" x 2"")",95.0,30.0,10.7,2.28,22.0,18.0,19.85,629.0,38.0,1.0,0.7
"Meat spread or potted meat, NFS",1 can (5.5 oz),156.0,12.0,11.94,0.79,17.34,8.0,7.66,1013.0,26.0,0.0,0.6
"Meat substitute, cereal- and vegetable protein-based, fried","1 cup, cubes",146.0,63.0,61.25,4.24,7.23,151.0,12.8,282.0,0.0,0.0,0.0
"Meat with gravy, NS as to type of meat,",Quantity not specified,183.0,8.0,1.58,1.79,7.05,15.0,21.56,360.0,0.0,0.0,0.1
Meat with tomato-based sauce,Quantity not specified,187.0,9.0,1.58,2.05,6.36,18.0,21.72,355.0,6.0,2.0,0.1
"Meat, NFS",Quantity not specified,60.0,15.0,0.0,1.91,11.29,22.0,27.13,363.0,3.0,0.0,0.3
"Meat, ground, NFS",1 patty,85.0,24.0,0.0,2.4,17.04,20.0,25.62,382.0,3.0,0.0,0.0
Meatball sandwich or sub,"1 regular or 6"" submarine",270.0,178.0,21.31,2.01,8.23,21.0,11.3,511.0,43.0,1.1,0.5
"Meatball, meatless",Quantity not specified,57.0,25.0,8.0,2.16,9.0,18.0,21.0,550.0,0.0,0.0,0.0
"Meatballs, NS as to type of meat, with sauce",1 meatball with sauce,43.0,22.0,0.15,1.79,12.02,15.0,18.02,801.0,19.0,0.0,0.2
"Meatballs, Puerto Rican style",1 meatball with sauce,50.0,26.0,6.9,1.85,15.31,20.0,14.33,922.0,17.0,2.5,0.3
"Meatballs, Swedish, in gravy, with noodles, diet frozen meal",1 meal (9.1 oz),258.0,24.0,10.31,1.13,3.35,12.0,9.88,255.0,4.0,0.4,0.0
"Meatballs, with breading, NS as to type of meat, with gravy",1 cup,235.0,42.0,6.28,1.53,7.51,13.0,12.22,499.0,9.0,0.4,0.1
Meatloaf sandwich,Quantity not specified,135.0,124.0,28.73,2.42,6.15,22.0,11.75,494.0,9.0,0.8,0.1
Melba toast,"1 cup, NFS",30.0,93.0,76.6,3.7,3.2,59.0,12.1,598.0,0.0,0.0,0.0
"Melon, frozen",1 cup,150.0,7.0,8.27,0.26,0.16,11.0,0.66,16.0,88.0,12.3,0.0
Meringues,1 meringue,22.0,5.0,75.34,0.1,0.04,7.0,7.17,113.0,0.0,0.0,0.0
Mexican pizza,1 cup,120.0,69.0,15.3,1.61,13.94,35.0,15.47,375.0,12.0,0.0,0.0
Michelada,Quantity not specified,225.0,8.0,4.05,0.22,0.15,8.0,0.66,137.0,12.0,24.6,0.0
Milk 'n Cereal bar,1 General Mills bar,40.0,410.0,72.05,5.99,10.98,21.0,6.47,319.0,188.0,15.4,1.7
Milk shake with malt,1 milkshake (10 fl oz),280.0,131.0,13.64,0.06,6.11,16.0,3.76,66.0,63.0,0.3,0.8
"Milk shake, bottled, chocolate",1 cup,248.0,115.0,20.36,0.73,6.66,23.0,3.7,80.0,89.0,0.0,0.0
"Milk shake, bottled, flavors other than chocolate",1 cup,248.0,115.0,19.59,0.46,6.52,13.0,3.37,81.0,91.0,0.0,0.0
"Milk shake, fast food, chocolate",1 large,690.0,115.0,20.36,0.73,6.66,23.0,3.7,80.0,89.0,0.0,0.0
"Milk shake, fast food, flavors other than chocolate",Quantity not specified,405.0,115.0,19.59,0.46,6.52,13.0,3.37,81.0,91.0,0.0,0.0
"Milk shake, home recipe, chocolate",1 fl oz,28.0,118.0,13.53,0.35,6.14,18.0,3.47,52.0,64.0,0.3,0.8
"Milk shake, home recipe, chocolate, light",Quantity not specified,280.0,138.0,12.93,0.26,3.31,15.0,3.99,51.0,63.0,0.5,0.7
"Milk shake, home recipe, flavors other than chocolate",1 cup,224.0,125.0,11.39,0.03,5.98,13.0,3.35,53.0,63.0,0.2,0.8
"Milk shake, home recipe, flavors other than chocolate, light",Quantity not specified,280.0,138.0,13.83,0.07,2.33,13.0,3.88,51.0,83.0,0.4,0.7
"Milk, NFS",Guideline amount per cup of hot cereal,61.0,125.0,4.83,0.0,2.14,12.0,3.33,39.0,58.0,0.1,1.1
"Milk, condensed, sweetened",1 cup,304.0,284.0,54.4,0.19,8.7,26.0,7.91,127.0,74.0,2.6,0.2
"Milk, dry, not reconstituted",1 cup,128.0,1257.0,51.98,0.32,0.77,110.0,36.16,535.0,653.0,6.8,11.0
"Milk, dry, reconstituted, nonfat",Guideline amount per cup of hot cereal,61.0,114.0,4.6,0.03,0.07,11.0,3.2,51.0,58.0,0.6,1.0
"Milk, dry, reconstituted, whole",Guideline amount per cup of hot cereal,61.0,142.0,5.86,0.07,4.08,14.0,4.01,60.0,39.0,1.3,1.6
"Milk, evaporated, NS as to fat content",1 fl oz,31.5,261.0,10.04,0.19,7.56,24.0,6.81,106.0,65.0,1.9,2.0
"Milk, evaporated, fat free (skim)",1 fl oz,31.5,290.0,11.35,0.29,0.2,27.0,7.55,115.0,118.0,1.2,2.0
"Milk, evaporated, reduced fat (2%)",1 fl oz,31.5,285.0,11.15,0.28,1.96,27.0,7.42,113.0,131.0,1.2,2.0
"Milk, evaporated, whole",1 fl oz,31.5,261.0,10.04,0.19,7.56,24.0,6.81,106.0,65.0,1.9,2.0
"Milk, fat free (skim)",1 individual school container,244.0,132.0,4.92,0.0,0.08,12.0,3.43,41.0,64.0,0.0,1.1
"Milk, lactose free, fat free (skim)",Guideline amount per fl oz of beverage,2.5,132.0,4.92,0.0,0.08,12.0,3.43,41.0,64.0,0.0,1.1
"Milk, lactose free, low fat (1%)",Guideline amount per cup of hot cereal,61.0,126.0,5.18,0.0,0.95,12.0,3.38,39.0,58.0,0.0,1.1
"Milk, lactose free, reduced fat (2%)",1 cup,244.0,126.0,4.9,0.0,1.9,12.0,3.36,39.0,83.0,0.2,1.1
"Milk, lactose free, whole",Quantity not specified,244.0,123.0,4.63,0.0,3.2,12.0,3.27,38.0,32.0,0.0,1.1
"Milk, low fat (1%)",1 individual school container,244.0,126.0,5.18,0.0,0.95,12.0,3.38,39.0,58.0,0.0,1.1
"Milk, malted",Quantity not specified,256.0,159.0,8.64,0.71,2.05,21.0,3.19,60.0,114.0,2.4,1.4
"Milk, malted, dry mix, not reconstituted",Quantity not specified,11.0,909.0,92.96,16.36,0.0,218.0,0.0,530.0,1365.0,54.5,9.1
"Milk, reduced fat (2%)",1 individual school container,244.0,126.0,4.9,0.0,1.9,12.0,3.36,39.0,83.0,0.2,1.1
"Milk, whole",Guideline amount per fl oz of beverage,2.5,123.0,4.63,0.0,3.2,12.0,3.27,38.0,32.0,0.0,1.1
Millet,"1 cup, cooked",170.0,3.0,23.57,0.63,1.0,44.0,3.5,168.0,0.0,0.0,0.0
Mimosa,1 fl oz,30.0,33.0,6.49,0.16,0.18,10.0,0.43,4.0,1.0,14.7,0.2
Mint julep,1 fl oz,30.0,0.0,5.75,0.03,0.01,0.0,0.0,4.0,0.0,0.0,0.0
Miso,Quantity not specified,12.0,57.0,25.37,2.49,6.01,48.0,12.79,3728.0,4.0,0.0,0.0
Miso sauce,1 tablespoon,16.0,20.0,13.99,0.67,41.0,2.0,3.43,1086.0,2.0,0.0,0.0
"Mixed nuts, NFS",Quantity not specified,28.0,93.0,20.9,2.76,53.82,196.0,19.59,313.0,1.0,0.4,0.0
"Mixed nuts, honey roasted",Quantity not specified,28.0,73.0,33.11,2.16,46.72,153.0,15.35,388.0,0.0,0.3,0.0
"Mixed nuts, unroasted",1 package,50.0,137.0,22.88,4.24,54.56,236.0,16.97,7.0,1.0,0.9,0.0
"Mixed nuts, with peanuts, lightly salted",Quantity not specified,28.0,93.0,20.99,2.77,54.04,197.0,19.67,160.0,1.0,0.4,0.0
"Mixed nuts, with peanuts, salted",Quantity not specified,28.0,93.0,20.9,2.76,53.82,196.0,19.59,313.0,1.0,0.4,0.0
"Mixed nuts, with peanuts, unsalted",Quantity not specified,28.0,93.0,21.07,2.78,54.25,198.0,19.75,6.0,1.0,0.4,0.0
"Mixed nuts, without peanuts, salted",1 package,50.0,133.0,22.0,4.08,55.5,227.0,16.32,320.0,1.0,0.9,0.0
"Mixed nuts, without peanuts, unsalted",1 cup,142.0,133.0,22.18,4.11,55.95,229.0,16.45,6.0,1.0,0.9,0.0
"Mixed salad greens, raw",Guideline amount in salad,70.0,39.0,3.43,0.46,0.21,27.0,1.31,41.0,298.0,11.7,0.0
Mixed seeds,Quantity not specified,28.0,66.0,21.73,4.87,49.61,234.0,21.96,7.0,0.0,1.5,0.0
Mixed vegetable juice,Quantity not specified,123.0,35.0,6.3,0.23,0.16,12.0,0.72,82.0,489.0,5.8,0.0
Mock chicken legs,Quantity not specified,85.0,17.0,8.04,1.11,13.59,24.0,21.54,313.0,2.0,0.0,0.5
Mojito,1 drink,225.0,7.0,2.45,0.11,0.03,2.0,0.09,15.0,7.0,2.4,0.0
Molasses,1 tablespoon,20.0,205.0,74.73,4.72,0.1,242.0,0.0,37.0,0.0,0.0,0.0
Mole sauce,1 tablespoon,16.0,10.0,10.77,0.92,3.82,17.0,0.98,493.0,32.0,0.3,0.0
Moo Goo Gai Pan,Quantity not specified,162.0,11.0,4.87,0.42,2.44,12.0,7.11,106.0,10.0,6.4,0.0
"Moo Shu pork, without Chinese pancake",Quantity not specified,113.0,43.0,4.01,1.12,10.7,25.0,10.41,815.0,75.0,10.0,0.5
Moose,1 cup,135.0,6.0,0.0,4.19,0.96,24.0,29.04,376.0,0.0,5.0,0.0
Mortadella,Quantity not specified,30.0,18.0,3.05,1.4,25.39,11.0,16.37,1246.0,0.0,0.0,1.0
Moscow mule,Quantity not specified,225.0,2.0,8.6,0.14,0.01,1.0,0.0,5.0,0.0,0.0,0.0
Mousse,1 cup,170.0,102.0,16.23,0.52,15.12,21.0,4.2,34.0,138.0,0.2,1.5
"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",1 cup,160.0,203.0,3.86,0.31,10.87,16.0,7.17,209.0,89.0,8.6,0.1
"Mozzarella sticks, breaded, baked, or fried",1 cubic inch,14.7,334.0,25.14,0.62,18.33,21.0,14.75,861.0,99.0,0.0,0.2
"Muffin, English",1 sandwich size muffin,92.0,163.0,44.17,4.0,1.69,24.0,8.87,425.0,0.0,1.8,0.0
"Muffin, English, cheese",Quantity not specified,58.0,190.0,42.08,3.81,3.31,24.0,9.59,436.0,16.0,1.7,0.0
"Muffin, English, multigrain",1 muffin,58.0,178.0,44.8,2.87,2.0,37.0,8.7,353.0,0.0,0.0,0.0
"Muffin, English, oat bran",Quantity not specified,58.0,66.0,48.5,2.7,4.4,37.0,8.4,447.0,5.0,0.0,0.0
"Muffin, English, oat bran, with raisins",1 muffin,58.0,66.0,51.58,2.61,3.98,37.0,7.89,405.0,4.0,0.2,0.0
"Muffin, English, pumpernickel",Quantity not specified,58.0,68.0,47.5,2.87,3.1,54.0,8.7,596.0,0.0,0.0,0.0
"Muffin, English, rye",1 muffin,58.0,73.0,48.3,2.83,3.3,40.0,8.5,570.0,0.0,0.4,0.0
"Muffin, English, wheat bran",Quantity not specified,58.0,178.0,44.8,2.87,2.0,37.0,8.7,353.0,0.0,0.0,0.0
"Muffin, English, wheat bran, with raisins",1 muffin,58.0,166.0,48.25,2.76,1.82,37.0,8.16,320.0,0.0,0.2,0.0
"Muffin, English, wheat or cracked wheat",1 muffin,58.0,178.0,44.8,2.87,2.0,37.0,8.7,353.0,0.0,0.0,0.0
"Muffin, English, wheat or cracked wheat, with raisins",1 muffin,58.0,167.0,47.94,2.77,1.84,37.0,8.21,323.0,0.0,0.2,0.0
"Muffin, English, whole grain white",Quantity not specified,58.0,178.0,44.8,2.87,2.0,37.0,8.7,353.0,0.0,0.0,0.0
"Muffin, English, whole wheat",Quantity not specified,58.0,178.0,44.8,2.87,2.0,37.0,8.7,353.0,0.0,0.0,0.0
"Muffin, English, whole wheat, with raisins",Quantity not specified,58.0,167.0,47.94,2.77,1.84,37.0,8.21,323.0,0.0,0.2,0.0
"Muffin, English, with fruit other than raisins",1 muffin,58.0,171.0,47.64,4.2,1.79,26.0,9.31,442.0,0.0,2.6,0.0
"Muffin, English, with raisins",1 muffin,58.0,153.0,47.68,3.78,1.55,25.0,8.31,385.0,0.0,1.8,0.0
"Muffin, NFS",1 small,70.0,44.0,53.0,1.3,16.07,10.0,4.49,336.0,21.0,0.9,0.1
"Muffin, bran with fruit, lowfat",Quantity not specified,58.0,65.0,39.99,1.7,1.5,43.0,5.42,433.0,16.0,0.6,0.2
"Muffin, carrot",1 medium,130.0,141.0,44.42,1.89,13.21,15.0,5.01,309.0,207.0,1.0,0.5
"Muffin, cheese",1 bite size,10.0,261.0,30.51,2.53,23.0,19.0,9.72,491.0,85.0,0.0,0.8
"Muffin, chocolate",Quantity not specified,130.0,163.0,50.94,3.31,18.75,36.0,6.54,339.0,37.0,0.0,0.6
"Muffin, chocolate chip",1 large,180.0,146.0,55.4,2.49,19.04,33.0,5.77,306.0,34.0,0.0,0.5
"Muffin, fruit",1 large,180.0,44.0,53.0,1.3,16.07,10.0,4.49,336.0,21.0,0.9,0.1
"Muffin, fruit, low fat",1 large,180.0,35.0,50.05,2.0,4.22,10.0,4.23,413.0,10.0,0.9,0.1
"Muffin, oat bran",1 medium,130.0,63.0,48.3,4.2,7.4,157.0,7.0,393.0,0.0,0.0,0.0
"Muffin, oatmeal",1 miniature,25.0,174.0,43.94,2.09,18.92,24.0,6.43,404.0,45.0,0.0,0.7
"Muffin, plain",Quantity not specified,130.0,165.0,52.02,2.29,16.21,15.0,5.93,358.0,40.0,0.0,0.6
"Muffin, pumpkin",1 small,70.0,137.0,43.21,2.15,12.93,18.0,4.97,285.0,209.0,0.8,0.5
"Muffin, wheat",1 small,70.0,168.0,45.7,2.17,18.03,27.0,6.92,389.0,44.0,0.0,0.7
"Muffin, wheat bran",1 miniature,25.0,93.0,38.67,2.54,5.01,70.0,6.26,208.0,51.0,0.4,0.3
"Muffin, whole grain",1 miniature,25.0,168.0,45.7,2.17,18.03,27.0,6.92,389.0,44.0,0.0,0.7
"Muffin, whole wheat",1 miniature,25.0,173.0,44.01,1.75,18.44,51.0,7.8,393.0,44.0,0.0,0.7
"Muffin, zucchini",Quantity not specified,130.0,137.0,42.64,1.93,13.14,16.0,5.05,290.0,34.0,3.0,0.5
Multigrain chips (Sun Chips),1 chip,2.0,20.0,67.26,1.74,21.11,76.0,7.95,423.0,3.0,0.0,0.0
Multiple meat sandwich on wheat,"1 regular or 6"" submarine",220.0,84.0,20.08,1.83,5.78,34.0,13.69,704.0,0.0,0.0,0.2
"Multiple meat sandwich on wheat, with cheese",1 large,250.0,188.0,18.17,1.65,8.67,34.0,14.54,743.0,35.0,0.0,0.7
Multiple meat sandwich on white,1 large,220.0,104.0,21.66,1.91,5.62,22.0,12.87,708.0,0.0,0.0,0.2
"Multiple meat sandwich on white, with cheese",Quantity not specified,165.0,206.0,19.54,1.73,8.53,23.0,13.83,746.0,35.0,0.0,0.7
"Multiple meat sandwich or sub, restaurant",1 regular,165.0,95.0,19.25,1.78,5.76,22.0,13.18,730.0,0.0,0.0,0.3
"Multiple meat sandwich or sub, with cheese, restaurant","1 regular or 6"" submarine",285.0,212.0,17.18,1.59,9.07,23.0,14.23,771.0,40.0,0.0,0.7
Multiple meat sandwich wrap,"1 sandwich, any size",165.0,182.0,19.61,1.82,10.13,21.0,13.38,837.0,35.0,0.0,0.7
"Mung beans, cooked",1 cup,185.0,25.0,17.8,1.31,6.86,45.0,6.52,218.0,1.0,0.9,0.0
"Mushroom, Asian, cooked, from dried",Quantity not specified,72.0,1.0,8.15,0.14,0.2,14.0,2.4,117.0,0.0,2.1,0.1
"Mushrooms, NS as to form, cooked",1 piece/slice,6.0,6.0,5.0,0.28,3.6,12.0,3.52,158.0,14.0,2.2,0.0
"Mushrooms, canned, cooked",1 cup,160.0,11.0,4.95,0.77,2.84,15.0,1.82,421.0,11.0,0.0,0.2
"Mushrooms, for use on a sandwich",Guideline amount on large sandwich,18.0,5.0,4.13,0.23,0.35,10.0,2.9,6.0,0.0,2.1,0.0
"Mushrooms, fresh, cooked with butter or margarine",1 piece/slice,6.0,7.0,5.01,0.28,3.16,12.0,3.52,169.0,28.0,2.2,0.1
"Mushrooms, fresh, cooked with oil",1 cup,160.0,6.0,5.0,0.28,4.05,12.0,3.5,148.0,0.0,2.2,0.0
"Mushrooms, fresh, cooked, fat added, NS as to fat type",1 cup,160.0,6.0,5.0,0.28,3.6,12.0,3.52,158.0,14.0,2.2,0.0
"Mushrooms, fresh, cooked, no added fat",1 piece/slice,6.0,6.0,5.15,0.28,0.43,12.0,3.61,152.0,0.0,2.2,0.0
"Mushrooms, pickled",1 cup,155.0,6.0,8.29,0.19,0.3,8.0,2.4,949.0,0.0,1.5,0.0
"Mushrooms, raw",Quantity not specified,35.0,5.0,4.13,0.23,0.35,10.0,2.9,6.0,0.0,2.1,0.0
"Mushrooms, stuffed",1 stuffed cap,25.0,147.0,27.72,1.83,15.0,27.0,10.7,638.0,112.0,4.4,0.5
Mussels,1 mussel,15.0,33.0,4.67,5.0,2.84,43.0,15.06,362.0,58.0,8.1,0.0
Mustard,Guideline amount on regular sandwich,5.0,63.0,5.3,1.59,3.38,48.0,4.25,1100.0,4.0,0.4,0.0
"Mustard greens, NS as to form, cooked",1 cup,150.0,120.0,4.87,1.71,3.18,33.0,2.99,151.0,162.0,51.0,0.0
"Mustard greens, fresh, cooked, fat added",Quantity not specified,75.0,120.0,4.87,1.71,3.18,33.0,2.99,151.0,162.0,51.0,0.0
"Mustard greens, fresh, cooked, no added fat",Quantity not specified,70.0,123.0,5.01,1.76,0.45,34.0,3.07,146.0,154.0,52.5,0.0
"Mustard greens, frozen, cooked, fat added",1 cup,170.0,98.0,3.02,1.09,2.79,13.0,2.21,145.0,354.0,13.4,0.0
"Mustard greens, frozen, cooked, no added fat",Quantity not specified,83.0,101.0,3.1,1.12,0.25,13.0,2.26,141.0,353.0,13.8,0.0
"Mustard greens, raw",1 cup,56.0,115.0,4.67,1.64,0.42,32.0,2.86,20.0,151.0,70.0,0.0
"Nachos, NFS",1 order,250.0,74.0,23.85,1.11,15.85,31.0,7.6,488.0,11.0,0.0,0.0
"Nachos, beef or pork",Quantity not specified,125.0,65.0,19.87,1.34,15.96,29.0,10.73,429.0,10.0,0.0,0.0
"Nachos, beef or pork, with beans",1 chip,7.0,56.0,18.26,1.36,12.45,30.0,9.28,424.0,7.0,0.2,0.0
"Nachos, cheese only",1 order,250.0,83.0,27.83,0.88,15.74,32.0,4.46,547.0,13.0,0.0,0.0
"Nachos, chicken","1 item, any size",250.0,61.0,19.87,0.86,13.33,31.0,11.2,430.0,12.0,0.0,0.1
"Nachos, chicken, with beans","1 item, any size",250.0,53.0,18.26,1.0,10.48,32.0,9.62,425.0,9.0,0.2,0.0
"Nachos, with beans",1 cup,135.0,66.0,23.28,1.06,11.37,33.0,4.62,434.0,9.0,0.3,0.0
Natto,Quantity not specified,7.0,217.0,12.68,8.6,11.0,115.0,19.4,7.0,0.0,13.0,0.0
"Nectarine, raw",1 slice/chunk,20.0,2.0,9.18,0.3,0.28,9.0,1.06,13.0,21.0,2.9,0.0
"Non-dairy milk, NFS",1 fl oz,30.5,153.0,3.04,0.32,1.6,10.0,1.14,51.0,35.0,0.0,1.0
Noodle pudding,1 cup,200.0,27.0,31.02,1.6,7.4,22.0,5.94,68.0,78.0,1.6,0.7
"Noodles with vegetables in tomato-based sauce, diet frozen meal",Quantity not specified,284.0,49.0,10.82,0.87,1.55,18.0,3.63,134.0,19.0,8.3,0.0
"Noodles, chow mein",1 cup,56.0,21.0,51.9,1.76,31.72,21.0,10.33,378.0,0.0,0.0,0.0
"Noodles, cooked","1 oz, dry, yields",75.0,12.0,25.01,1.46,2.06,21.0,4.51,236.0,6.0,0.0,0.1
"Noodles, whole grain, cooked","1 cup, cooked",160.0,13.0,29.91,1.71,1.7,54.0,5.96,210.0,0.0,0.0,0.0
